,Fruit_length,Fruit_diameter,Seed_length,Seed_diameter,CONSUMER,INTSTR,TYPE,Reintro
6884,12.4,13,11,10.5,Pachyramphus polychopterus,0.5,Passeriformes,PNT
6894,15,9,14,8,Pachyramphus polychopterus,0.5,Passeriformes,PNT
6919,NA,NA,NA,NA,Pachyramphus polychopterus,0.5,Passeriformes,PNT
9990,26,4.5,5.8,4.1,Pachyramphus polychopterus,0.5,Passeriformes,PNT
10012,8,6,8.6,6.12,Pachyramphus polychopterus,0.5,Passeriformes,PNT
65,NA,NA,NA,NA,Pachyramphus validus,0.5,Passeriformes,PNT
131,5.8,4.7,5.8,4.1,Pachyramphus validus,0.5,Passeriformes,PNT
365,28,25,10,9,Pachyramphus validus,1,Passeriformes,PNT
1108,NA,NA,NA,NA,Pachyramphus validus,0.5,Passeriformes,PNT
1142,28.29,11,11.8,9.7,Pachyramphus validus,1,Passeriformes,PNT
1180,23,27,17,9.3,Pachyramphus validus,0.5,Passeriformes,PNT
1251,NA,NA,NA,NA,Pachyramphus validus,0.5,Passeriformes,PNT
1294,8,3.7,NA,NA,Pachyramphus validus,0.5,Passeriformes,PNT
1312,9.4,5.4,NA,NA,Pachyramphus validus,0.5,Passeriformes,PNT
1338,NA,NA,NA,NA,Pachyramphus validus,0.5,Passeriformes,PNT
1374,15.54,7.18,11.1,6.54,Pachyramphus validus,0.5,Passeriformes,PNT
3993,13.3,16.04,11.1,8.26,Pachyramphus validus,1,Passeriformes,PNT
6459,NA,NA,NA,NA,Pachyramphus validus,0.5,Passeriformes,PNT
6554,NA,NA,NA,NA,Pachyramphus validus,0.5,Passeriformes,PNT
6601,3,NA,NA,NA,Pachyramphus validus,0.5,Passeriformes,PNT
6673,NA,NA,NA,NA,Pachyramphus validus,0.5,Passeriformes,PNT
6733,4.9,5,NA,4.2,Pachyramphus validus,0.5,Passeriformes,PNT
6946,NA,NA,NA,NA,Pachyramphus validus,0.5,Passeriformes,PNT
6975,NA,NA,NA,NA,Pachyramphus validus,0.5,Passeriformes,PNT
7001,NA,NA,NA,NA,Pachyramphus validus,0.5,Passeriformes,PNT
7025,15,15,14,14,Pachyramphus validus,0.5,Passeriformes,PNT
7033,16.2,1.6,16,10.6,Pachyramphus validus,0.5,Passeriformes,PNT
7054,9,NA,8,NA,Pachyramphus validus,0.5,Passeriformes,PNT
7081,9,7,8,5,Pachyramphus validus,0.5,Passeriformes,PNT
7096,NA,NA,NA,NA,Pachyramphus validus,0.5,Passeriformes,PNT
7118,NA,NA,NA,7,Pachyramphus validus,0.5,Passeriformes,PNT
7153,34.5,20,29,17,Pachyramphus validus,0.5,Passeriformes,PNT
7175,NA,NA,NA,NA,Pachyramphus validus,0.5,Passeriformes,PNT
7199,NA,NA,NA,NA,Pachyramphus validus,0.5,Passeriformes,PNT
7208,15,12.4,12.7,10.6,Pachyramphus validus,0.5,Passeriformes,PNT
7227,8,16,7,13.6,Pachyramphus validus,0.5,Passeriformes,PNT
7248,NA,NA,NA,NA,Pachyramphus validus,0.5,Passeriformes,PNT
7273,NA,NA,NA,NA,Pachyramphus validus,0.5,Passeriformes,PNT
7294,NA,NA,NA,NA,Pachyramphus validus,0.5,Passeriformes,PNT
7327,21.83,12.98,12,5,Pachyramphus validus,0.5,Passeriformes,PNT
7340,NA,NA,NA,NA,Pachyramphus validus,0.5,Passeriformes,PNT
7361,20,15,15,11,Pachyramphus validus,0.5,Passeriformes,PNT
7385,21,17,20,16,Pachyramphus validus,0.5,Passeriformes,PNT
7403,NA,NA,NA,NA,Pachyramphus validus,0.5,Passeriformes,PNT
7442,NA,NA,NA,NA,Pachyramphus validus,0.5,Passeriformes,PNT
7466,NA,NA,NA,NA,Pachyramphus validus,0.5,Passeriformes,PNT
9749,3.5,2.7,2,1.7,Pachyramphus validus,1,Passeriformes,PNT
9986,26,4.5,5.8,4.1,Pachyramphus validus,1,Passeriformes,PNT
10019,8,6,8.6,6.12,Pachyramphus validus,0.5,Passeriformes,PNT
15,14.4,11.6,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
35,8,4,4,2,Penelope superciliaris,0.5,Galliformes,PNT
95,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
158,5.8,4.7,5.8,4.1,Penelope superciliaris,0.5,Galliformes,PNT
189,8.73,7.86,7.69,5.74,Penelope superciliaris,1,Galliformes,PNT
199,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
222,17,10,4.6,3.5,Penelope superciliaris,1,Galliformes,PNT
241,19.38,9.24,4.6,3.61,Penelope superciliaris,0.5,Galliformes,PNT
253,65.67,115,12.9,7,Penelope superciliaris,0.75,Galliformes,PNT
372,28,25,10,9,Penelope superciliaris,1,Galliformes,PNT
378,11,13,8,8,Penelope superciliaris,0.5,Galliformes,PNT
381,27,27,8.5,8.6,Penelope superciliaris,0.5,Galliformes,PNT
394,7.7,7.5,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
445,11.7,11,5.4,4.5,Penelope superciliaris,0.5,Galliformes,PNT
464,29,28,8,7,Penelope superciliaris,0.5,Galliformes,PNT
502,3,3,2,1.3,Penelope superciliaris,0.75,Galliformes,PNT
579,230,12.62,2,0.62,Penelope superciliaris,1,Galliformes,PNT
624,230,20.58,2.9,0.98,Penelope superciliaris,0.5,Galliformes,PNT
696,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
770,200,10,2,0.61,Penelope superciliaris,1,Galliformes,PNT
801,10,7,4,2.5,Penelope superciliaris,0.5,Galliformes,PNT
807,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
808,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
815,4.66,4.56,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
819,28,10,19,7,Penelope superciliaris,0.5,Galliformes,PNT
827,25.67,24.67,15.7,9.92,Penelope superciliaris,1,Galliformes,PNT
829,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
834,54,NA,29.5,18.5,Penelope superciliaris,0.5,Galliformes,PNT
897,11,8,10,5,Penelope superciliaris,1,Galliformes,PNT
914,28.79,21.42,17,11,Penelope superciliaris,1,Galliformes,PNT
925,30.69,21.17,21.6,12.49,Penelope superciliaris,0.5,Galliformes,PNT
944,31,23,18.3,11.53,Penelope superciliaris,0.5,Galliformes,PNT
959,4,3.4,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
974,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
997,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
1007,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
1022,9,10,7.5,5.5,Penelope superciliaris,0.5,Galliformes,PNT
1049,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
1067,20,22,15,10,Penelope superciliaris,0.5,Galliformes,PNT
1074,20,18,13,9,Penelope superciliaris,0.5,Galliformes,PNT
1113,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
1132,28.29,11,11.8,9.7,Penelope superciliaris,0.5,Galliformes,PNT
1168,23,27,17,9.3,Penelope superciliaris,0.5,Galliformes,PNT
1204,NA,6,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
1210,20,18,18.7,12.5,Penelope superciliaris,0.75,Galliformes,PNT
1244,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
1284,8,3.7,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
1311,9.4,5.4,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
1335,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
1364,15.54,7.18,11.1,6.54,Penelope superciliaris,0.5,Galliformes,PNT
1389,12.6,9,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
1414,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
1445,9.58,13.05,7.1,4.45,Penelope superciliaris,0.5,Galliformes,PNT
1461,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
1492,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
1515,16,11,13,8.5,Penelope superciliaris,0.5,Galliformes,PNT
1533,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
1564,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
1587,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
1607,NA,NA,9.29,6.5,Penelope superciliaris,0.5,Galliformes,PNT
1629,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
1654,12,11,10,9.5,Penelope superciliaris,0.5,Galliformes,PNT
1683,22,15,12,7,Penelope superciliaris,0.75,Galliformes,PNT
1705,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
1738,36.1,26.7,10,8.3,Penelope superciliaris,0.5,Galliformes,PNT
1764,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
1790,35,34.6,8.91,7.76,Penelope superciliaris,0.5,Galliformes,PNT
1809,NA,29,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
1828,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
1852,32.2,22.3,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
1878,20.7,19.13,16.4,14.46,Penelope superciliaris,0.5,Galliformes,PNT
1898,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
1928,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
1950,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
1971,18.2,9.7,18.9,9.41,Penelope superciliaris,0.5,Galliformes,PNT
1991,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
2018,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
2041,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
2069,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
2086,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
2117,5,8,4,7,Penelope superciliaris,0.5,Galliformes,PNT
2146,31,18,26,16,Penelope superciliaris,0.5,Galliformes,PNT
2176,9.9,6.9,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
2192,18.7,16.4,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
2219,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
2237,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
2255,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
2274,NA,1,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
2371,32,23,1,0.5,Penelope superciliaris,0.5,Galliformes,PNT
2425,5,6,1.2,0.7,Penelope superciliaris,0.5,Galliformes,PNT
2479,14,12,1.4,1.2,Penelope superciliaris,0.5,Galliformes,PNT
2514,14,14,1.2,1,Penelope superciliaris,1,Galliformes,PNT
2606,16.6,18,1,0.5,Penelope superciliaris,0.5,Galliformes,PNT
2626,19.81,23.09,0.5,0.4,Penelope superciliaris,0.5,Galliformes,PNT
2694,7,6,0.5,0.3,Penelope superciliaris,0.5,Galliformes,PNT
2753,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
2807,17,20,2.8,1.7,Penelope superciliaris,0.5,Galliformes,PNT
2869,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
2903,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
2969,10,8,0.9,0.7,Penelope superciliaris,0.5,Galliformes,PNT
3048,8,7,0.7,0.7,Penelope superciliaris,0.5,Galliformes,PNT
3126,8,8,1.1,1.1,Penelope superciliaris,0.5,Galliformes,PNT
3166,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
3220,17.93,18,0.8,0.7,Penelope superciliaris,0.5,Galliformes,PNT
3305,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
3337,6.95,6.53,6.1,3.84,Penelope superciliaris,0.75,Galliformes,PNT
3380,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
3401,16,12,13,10,Penelope superciliaris,0.5,Galliformes,PNT
3428,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
3451,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
3506,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
3541,4.8,4.7,4.8,2.6,Penelope superciliaris,0.5,Galliformes,PNT
3897,14.2,12.6,2.5,2.1,Penelope superciliaris,1,Galliformes,PNT
4008,12,9.5,5.5,3,Penelope superciliaris,0.5,Galliformes,PNT
4017,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
4028,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
4030,6.7,4.6,11,7.41,Penelope superciliaris,0.5,Galliformes,PNT
4043,14,9.1,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
4051,25,14,12,8,Penelope superciliaris,0.5,Galliformes,PNT
4057,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
4067,8,6,NA,6.8,Penelope superciliaris,0.5,Galliformes,PNT
4135,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
4212,2.6,3,NA,1,Penelope superciliaris,0.5,Galliformes,PNT
4273,4.6,3.4,0.5,0.4,Penelope superciliaris,0.5,Galliformes,PNT
4328,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
4430,3.3,4,3.3,3.1,Penelope superciliaris,0.5,Galliformes,PNT
4515,3.7,4.5,1.4,1.3,Penelope superciliaris,0.5,Galliformes,PNT
4571,3.51,2.54,0.4,0.3,Penelope superciliaris,1,Galliformes,PNT
4666,NA,NA,NA,1,Penelope superciliaris,0.5,Galliformes,PNT
4773,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
4830,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
4911,3.6,3,1,0.85,Penelope superciliaris,0.5,Galliformes,PNT
4968,1.9,2.3,1,1,Penelope superciliaris,0.5,Galliformes,PNT
5085,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
5159,3.2,3.4,0.6,0.61,Penelope superciliaris,0.5,Galliformes,PNT
5224,4.5,4.5,2.7,1.6,Penelope superciliaris,1,Galliformes,PNT
5304,3.2,3.54,1.21,1.34,Penelope superciliaris,0.5,Galliformes,PNT
5344,6.3,6,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
5466,5,4,0.7,0.4,Penelope superciliaris,0.5,Galliformes,PNT
5505,3.4,3.6,1,1,Penelope superciliaris,0.5,Galliformes,PNT
5613,4.4,3.9,1.1,0.9,Penelope superciliaris,0.5,Galliformes,PNT
5708,17.5,NA,2,1,Penelope superciliaris,0.5,Galliformes,PNT
5715,22.5,20,2,1,Penelope superciliaris,1,Galliformes,PNT
5801,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
5838,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
5870,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
5925,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
5991,8,7.6,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
6045,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
6091,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
6126,13.2,11.6,6.58,0.3,Penelope superciliaris,1,Galliformes,PNT
6196,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
6241,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
6290,6.5,4.5,3,2.5,Penelope superciliaris,0.5,Galliformes,PNT
6340,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
6361,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
6405,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
6478,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
6548,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
6580,3,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
6655,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
6703,4.9,5,NA,4.2,Penelope superciliaris,0.5,Galliformes,PNT
6739,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
6763,27,15,25,14,Penelope superciliaris,0.5,Galliformes,PNT
6791,10,15,8,10,Penelope superciliaris,0.5,Galliformes,PNT
6815,15,11,14,10,Penelope superciliaris,0.5,Galliformes,PNT
6849,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
6881,12.4,13,11,10.5,Penelope superciliaris,0.5,Galliformes,PNT
6909,15,9,14,8,Penelope superciliaris,0.5,Galliformes,PNT
6924,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
6953,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
6974,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
6988,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
7008,15,15,14,14,Penelope superciliaris,0.5,Galliformes,PNT
7030,16.2,1.6,16,10.6,Penelope superciliaris,1,Galliformes,PNT
7056,9,NA,8,NA,Penelope superciliaris,0.5,Galliformes,PNT
7072,9,7,8,5,Penelope superciliaris,0.5,Galliformes,PNT
7100,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
7128,NA,NA,NA,7,Penelope superciliaris,0.5,Galliformes,PNT
7140,34.5,20,29,17,Penelope superciliaris,0.5,Galliformes,PNT
7161,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
7190,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
7204,15,12.4,12.7,10.6,Penelope superciliaris,0.5,Galliformes,PNT
7228,8,16,7,13.6,Penelope superciliaris,0.5,Galliformes,PNT
7263,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
7272,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
7299,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
7315,21.83,12.98,12,5,Penelope superciliaris,0.5,Galliformes,PNT
7337,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
7371,20,15,15,11,Penelope superciliaris,0.75,Galliformes,PNT
7389,21,17,20,16,Penelope superciliaris,0.5,Galliformes,PNT
7416,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
7428,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
7455,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
7607,20,18,4.8,4.5,Penelope superciliaris,0.75,Galliformes,PNT
7618,13.7,11.4,11.6,9.6,Penelope superciliaris,0.5,Galliformes,PNT
7626,155,95,50,6,Penelope superciliaris,0.5,Galliformes,PNT
7673,166,6,0.84,0.34,Penelope superciliaris,0.5,Galliformes,PNT
7701,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
7724,120,10,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
7755,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
7801,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
7826,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
7844,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
7894,100,6,1,0.8,Penelope superciliaris,0.5,Galliformes,PNT
7915,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
7949,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
7976,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
8004,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
8033,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
8062,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
8087,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
8109,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
8141,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
8239,NA,7,NA,6,Penelope superciliaris,0.5,Galliformes,PNT
8251,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
8331,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
8348,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
8370,5.2,5.5,5,4.3,Penelope superciliaris,0.75,Galliformes,PNT
8405,5.09,4.02,3,2.4,Penelope superciliaris,0.5,Galliformes,PNT
8423,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
8451,8,9,3,2.4,Penelope superciliaris,0.5,Galliformes,PNT
8479,5.4,6.2,4,3,Penelope superciliaris,0.5,Galliformes,PNT
8503,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
8531,8.7,7,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
8538,NA,11,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
8578,11,13,4,3,Penelope superciliaris,0.5,Galliformes,PNT
8588,0.4,3.7,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
8794,15,12.6,1.5,1,Penelope superciliaris,1,Galliformes,PNT
8832,10,8,2.2,1.4,Penelope superciliaris,0.5,Galliformes,PNT
8838,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
8843,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
8852,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
8853,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
8859,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
8865,8.5,13.5,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
8876,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
9003,6,6.2,1.4,1,Penelope superciliaris,0.5,Galliformes,PNT
9069,20,11,2.2,2,Penelope superciliaris,0.5,Galliformes,PNT
9102,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
9161,15,10,2.5,2,Penelope superciliaris,0.5,Galliformes,PNT
9198,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
9233,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
9263,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
9304,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
9344,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
9403,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
9448,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
9494,7.6,6.3,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
9530,NA,8,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
9549,11,9.1,9,7,Penelope superciliaris,0.75,Galliformes,PNT
9560,15.7,14.3,5.8,8.29,Penelope superciliaris,0.5,Galliformes,PNT
9565,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
9597,NA,NA,NA,15,Penelope superciliaris,0.5,Galliformes,PNT
9601,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
9602,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
9614,60,42,15,15,Penelope superciliaris,0.5,Galliformes,PNT
9635,NA,NA,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
9642,5.2,3.87,NA,NA,Penelope superciliaris,0.5,Galliformes,PNT
9667,17,14.2,11.5,8.3,Penelope superciliaris,0.5,Galliformes,PNT
9710,3.5,2.7,2,1.7,Penelope superciliaris,0.75,Galliformes,PNT
9783,14.6,6.5,7.6,6.9,Penelope superciliaris,0.5,Galliformes,PNT
9815,18,13,6,3.5,Penelope superciliaris,0.5,Galliformes,PNT
9844,15.35,6.3,10.3,5.7,Penelope superciliaris,0.5,Galliformes,PNT
9876,8.4,5.1,7,3,Penelope superciliaris,0.5,Galliformes,PNT
10022,3,2,1,1,Penelope superciliaris,0.75,Galliformes,PNT
260,NA,NA,NA,NA,Philander frenatus,0.5,Didelphimorphia,PNT
267,NA,NA,NA,NA,Philander frenatus,0.5,Didelphimorphia,PNT
273,NA,NA,NA,NA,Philander frenatus,0.5,Didelphimorphia,PNT
281,NA,NA,NA,NA,Philander frenatus,0.5,Didelphimorphia,PNT
293,6,6,2,1,Philander frenatus,0.5,Didelphimorphia,PNT
298,NA,NA,NA,NA,Philander frenatus,0.5,Didelphimorphia,PNT
387,27,27,8.5,8.6,Philander frenatus,0.75,Didelphimorphia,PNT
2327,32,23,1,0.5,Philander frenatus,0.5,Didelphimorphia,PNT
2384,5,6,1.2,0.7,Philander frenatus,0.5,Didelphimorphia,PNT
2440,14,12,1.4,1.2,Philander frenatus,0.5,Didelphimorphia,PNT
2502,14,14,1.2,1,Philander frenatus,0.5,Didelphimorphia,PNT
2570,16.6,18,1,0.5,Philander frenatus,0.5,Didelphimorphia,PNT
2624,19.81,23.09,0.5,0.4,Philander frenatus,0.5,Didelphimorphia,PNT
2721,7,6,0.5,0.3,Philander frenatus,0.5,Didelphimorphia,PNT
2766,NA,NA,NA,NA,Philander frenatus,0.5,Didelphimorphia,PNT
2820,17,20,2.8,1.7,Philander frenatus,0.5,Didelphimorphia,PNT
2878,NA,NA,NA,NA,Philander frenatus,0.5,Didelphimorphia,PNT
2919,NA,NA,NA,NA,Philander frenatus,0.5,Didelphimorphia,PNT
3000,10,8,0.9,0.7,Philander frenatus,0.5,Didelphimorphia,PNT
3069,8,7,0.7,0.7,Philander frenatus,0.5,Didelphimorphia,PNT
3108,8,8,1.1,1.1,Philander frenatus,0.5,Didelphimorphia,PNT
3189,NA,NA,NA,NA,Philander frenatus,0.5,Didelphimorphia,PNT
3229,17.93,18,0.8,0.7,Philander frenatus,0.5,Didelphimorphia,PNT
3259,NA,NA,NA,NA,Philander frenatus,0.5,Didelphimorphia,PNT
3637,6.4,5.5,NA,NA,Philander frenatus,0.5,Didelphimorphia,PNT
3651,NA,NA,NA,NA,Philander frenatus,0.5,Didelphimorphia,PNT
3672,NA,NA,NA,NA,Philander frenatus,0.5,Didelphimorphia,PNT
3695,5.1,NA,NA,NA,Philander frenatus,0.5,Didelphimorphia,PNT
3714,NA,NA,NA,NA,Philander frenatus,0.5,Didelphimorphia,PNT
3732,NA,NA,NA,NA,Philander frenatus,0.5,Didelphimorphia,PNT
3755,NA,NA,NA,NA,Philander frenatus,0.5,Didelphimorphia,PNT
3777,9.3,7.5,NA,1,Philander frenatus,0.75,Didelphimorphia,PNT
3795,NA,NA,NA,NA,Philander frenatus,0.5,Didelphimorphia,PNT
3809,NA,NA,1,1,Philander frenatus,0.5,Didelphimorphia,PNT
3832,NA,NA,NA,NA,Philander frenatus,0.5,Didelphimorphia,PNT
3848,NA,NA,NA,1,Philander frenatus,0.5,Didelphimorphia,PNT
3866,4.2,3.2,NA,1,Philander frenatus,0.5,Didelphimorphia,PNT
5696,11,8,8.5,7.25,Philander frenatus,0.75,Didelphimorphia,PNT
5778,NA,NA,NA,NA,Philander frenatus,0.5,Didelphimorphia,PNT
5827,NA,NA,NA,NA,Philander frenatus,0.5,Didelphimorphia,PNT
5889,NA,NA,NA,NA,Philander frenatus,0.5,Didelphimorphia,PNT
5952,NA,NA,NA,NA,Philander frenatus,0.5,Didelphimorphia,PNT
